customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sales,discountUsed
BBID_20460685,09-01-1971,female,MADHYA PRADESH,452001,25-06-2016,2906,BB-INDORE-TREASURE ISLAND,6,4351,NONPROMO,,300775197,VLCC COS BLE INSTANT GLOW GOLD 30g,60,"T24Club,Payback"
BBID_20419866,31-03-1981,male,MADHYA PRADESH,452001,10-02-2017,2906,BB-INDORE-TREASURE ISLAND,18,24539,1242705,IZ 20 RS OFF REG Room Fresheners,1000078465,ODONIL RM FRS FLORAL BOUQUET REF+MACHIN,0,"T24Club,Payback"
BBID_20414499,21-01-1969,male,MADHYA PRADESH,999999,01-06-2016,2906,BB-INDORE-TREASURE ISLAND,1,5442,NONPROMO,,1000094761,LUX SOAP VELVET TOUCH 3*150g,105,"T24Club,Payback"
BBID_20482375,19-06-1962,male,MADHYA PRADESH,452009,28-02-2017,2906,BB-INDORE-TREASURE ISLAND,9,55904,NONPROMO,,1.00E+12,"LECK-0010-ECK01-A-44-RY-PL-SC, XXL, RED",599,"T24Club,BBProfitClub,Payback"
BBID_20483890,06-01-1977,female,MADHYA PRADESH,450001,22-06-2016,2906,BB-INDORE-TREASURE ISLAND,5,11670,1148177,INZ 50% OFF KIDS WEAR FASHION REG,1.00E+12,"MNFR-3151-330-B-HS-RI-849, 3-4, BLACK",445.73,"T24Club,BBProfitClub"
BBID_20493030,10-09-1983,male,MADHYA PRADESH,452001,02-01-2017,2906,BB-INDORE-TREASURE ISLAND,4,53298,NONPROMO,,300881018,AMUL MILK GOLD MILKY MILK PP 500ml,24,"T24Club,BBProfitClub,Payback"
BBID_20485208,05-12-1981,male,MADHYA PRADESH,111111,02-12-2016,2906,BB-INDORE-TREASURE ISLAND,4,41289,NONPROMO,,108100273,Gooseberry Loose,36.86,"T24Club,BBProfitClub,Payback"
BBID_20413275,17-05-1976,male,MADHYA PRADESH,452016,05-04-2017,2906,BB-INDORE-TREASURE ISLAND,8,46683,1275646,IZ 20 RS OFF WED Toilet Cleaners,300867529,HARPIC TOILET CLNR POWER PLUS ORIGINL 1L,128,"T24Club,Payback"
BBID_20446058,17-11-1980,male,MADHYA PRADESH,452001,11-06-2017,2906,BB-INDORE-TREASURE ISLAND,5,63065,NONPROMO,,108100267,WATERMELON KIRAN,44.93,"T24Club,Payback"
BBID_20489930,18-07-1973,male,MADHYA PRADESH,452012,10-10-2016,2906,BB-INDORE-TREASURE ISLAND,6,21472,1192291,IN B2G1 @100 %DIS REG Staples,108001134,GH DAILY WHO SPICE KALONJI 50g,29,"T24Club,BBProfitClub"
BBID_2042100,05-12-1958,male,MADHYA PRADESH,472001,24-05-2017,2906,BB-INDORE-TREASURE ISLAND,4,3655,NONPROMO,,108003448,AASHIRVAAD WHOLE WHEAT ATTA PP 10Kg,566,"T24Club,Payback"
BBID_20420144,25-12-1965,male,MADHYA PRADESH,400037,02-10-2016,2906,BB-INDORE-TREASURE ISLAND,9,29305,1191263,HO 100 %OFF BKLET/SCRACH CRD MCBV OCT AZ,1000619267,Oct'16 ScratchCard,0,"T24Club,Payback"
BBID_20412924,01-04-1964,male,MADHYA PRADESH,452016,05-04-2017,2906,BB-INDORE-TREASURE ISLAND,12,59162,NONPROMO,,108004399,GH DAILY MAIDA 500g,40,"T24Club,Payback"
BBID_20494912,26-02-1971,male,MADHYA PRADESH,452002,02-04-2017,2906,BB-INDORE-TREASURE ISLAND,8,46074,NONPROMO,,301021079,WHISPER SANPAD ULTRA NIGHTS XXXL WING 3P,468,"T24Club,BBProfitClub"
BBID_2044447,06-07-1978,male,MADHYA PRADESH,452001,23-06-2016,2906,BB-INDORE-TREASURE ISLAND,3,12028,NONPROMO,,300403209,MEETHI VEG FRYUM GATIYA PPD 180g,30,"T24Club,Payback"
BBID_20494927,11-09-1952,male,MADHYA PRADESH,485632,18-06-2017,2906,BB-INDORE-TREASURE ISLAND,7,70308,NONPROMO,,108014561,PONDS TALC DREAM FLOWER MAGIC 100G,156,"T24Club,Payback"
BBID_20410117,14-04-1986,male,MADHYA PRADESH,452001,15-05-2016,2906,BB-INDORE-TREASURE ISLAND,5,3807,NONPROMO,,108100355,BEANS COWPEA GREEN,23.4,"T24Club,Payback"
BBID_20467922,24-08-1996,male,MADHYA PRADESH,485771,29-04-2017,2906,BB-INDORE-TREASURE ISLAND,9,63298,1279967,PHIZ 199 FLAT PHS Glass Dessert & Servin,1000698309,Soogo Ice Cream Bowl Set of 6 Pc IC15,199,"T24Club,Payback"
BBID_204778,29-06-1975,male,MADHYA PRADESH,452011,19-03-2017,2906,BB-INDORE-TREASURE ISLAND,10,53381,NONPROMO,,1000058054,EVEREADY BATTERY RED 1012 AAA 4P,44,"T24Club,Payback"
BBID_20417068,20-07-1970,male,MADHYA PRADESH,452001,08-03-2017,2906,BB-INDORE-TREASURE ISLAND,15,33316,NONPROMO,,1000681128,BOURNVITA CKS CRNCH CHOCLTY 4+1 120g OP,100,"T24Club,Payback"
BBID_20449747,16-05-1986,male,MADHYA PRADESH,452001,21-04-2017,2906,BB-INDORE-TREASURE ISLAND,8,49825,NONPROMO,,1000510324,NIVEA SUNGLASSES WAYFARER PROMO,0.25,"T24Club,Payback"
BBID_20424659,29-08-1980,male,MADHYA PRADESH,110002,29-03-2017,2906,BB-INDORE-TREASURE ISLAND,11,52669,1269699,IN 40 RS OFF WED Soaps,300088564,PEARS SOAP PURE GENTLE 3*125g,134,"T24Club,Payback"
BBID_20419992,26-05-1983,female,MADHYA PRADESH,456010,03-07-2016,2906,BB-INDORE-TREASURE ISLAND,5,13564,NONPROMO,,300082557,STAYFREE SANITARYPAD SEC COTT REG 20S,150,"T24Club,Payback"
BBID_20421369,02-03-1975,male,MADHYA PRADESH,453556,09-11-2016,2906,BB-INDORE-TREASURE ISLAND,9,35657,1202016,IZ 35 RS OFF REG HANDWASH,1000491946,SANTOOR HW ESSENTIAL OILS PP 800ml,125,"T24Club,Payback"
BBID_20413870,17-09-1985,female,MADHYA PRADESH,451001,20-05-2016,2906,BB-INDORE-TREASURE ISLAND,6,1802,NONPROMO,,108000614,GH CHAWLI WHITE LOBHIA 500g,46,"T24Club,Payback"
BBID_20410014,28-11-1942,,MADHYA PRADESH,412003,03-06-2017,2906,BB-INDORE-TREASURE ISLAND,14,58167,NONPROMO,,108100331,BOTTLE GOURD LONG,51.48,"T24Club,Payback"
BBID_20485593,16-12-1978,male,MADHYA PRADESH,111111,15-08-2016,2906,BB-INDORE-TREASURE ISLAND,1,15370,NONPROMO,,300326493,MADHUR CRYSTAL SUGAR PP 5Kg,209,"T24Club,BBProfitClub"
BBID_2041049,30-12-1972,male,MADHYA PRADESH,452010,16-07-2016,2906,BB-INDORE-TREASURE ISLAND,4,7198,1154605,HO 10 %OFF SWEETS & CANDIES REG AZ EX,1000345905,ALPENLIEBE CANDIES POP CARAML&STRAWB 40g,22.5,"T24Club,Payback"
BBID_20413577,14-04-1992,male,MADHYA PRADESH,452001,26-07-2016,2906,BB-INDORE-TREASURE ISLAND,3,18836,NONPROMO,,301021007,TRESEMME SHMP KERATIN SMOOTH BT 85ml,67,"T24Club,Payback"
BBID_20431646,06-06-1971,female,MADHYA PRADESH,400101,23-06-2016,2906,BB-INDORE-TREASURE ISLAND,5,11832,NONPROMO,,108020341,BOURNVITA HEALTH DRINK JR 200g,100,"T24Club,Payback"
BBID_20495157,26-01-1965,male,MADHYA PRADESH,452001,04-06-2017,2906,BB-INDORE-TREASURE ISLAND,7,68265,NONPROMO,,108100379,SPINACH,39.3,"T24Club,Payback"
BBID_2047638,19-03-1969,male,MADHYA PRADESH,452001,25-01-2017,2906,BB-INDORE-TREASURE ISLAND,8,37148,NONPROMO,,1000492222,PEARS SOAP PURE&GENTLE 4*125g+2*75g OP,1200,"T24Club,Payback"
BBID_20495171,03-09-1964,female,MADHYA PRADESH,452001,10-09-2016,2906,BB-INDORE-TREASURE ISLAND,10,21421,NONPROMO,,1000088454,PATANJALI SOAP ROSE KANTI BR 75g,19,"T24Club,BBProfitClub,Payback"
BBID_20485374,07-12-1971,male,MADHYA PRADESH,452001,02-04-2017,2906,BB-INDORE-TREASURE ISLAND,11,53193,NONPROMO,,1.00E+12,"DJSH-4171-LYB14-B-HS-CX, L-RF, YELLOW",999,"T24Club,BBProfitClub,Payback"
BBID_20495232,23-07-1964,male,MADHYA PRADESH,452001,06-06-2016,2906,BB-INDORE-TREASURE ISLAND,3,8633,NONPROMO,,1000077038,SOFRSH TRF BUNS BURGER 4P,15,"T24Club,BBProfitClub,Payback"
BBID_20447386,20-02-1972,male,MADHYA PRADESH,452001,27-06-2017,2906,BB-INDORE-TREASURE ISLAND,8,64680,NONPROMO,,108000980,GH DAILY WHO SPICE BLK PEPPER 100g,120,"T24Club,Payback"
BBID_20430454,01-02-1972,female,MADHYA PRADESH,400093,31-05-2016,2906,BB-INDORE-TREASURE ISLAND,9,7676,NONPROMO,,108026133,KELLOGS CORNFLAKE 100G,40,"T24Club,Payback"
BBID_20484344,01-06-1948,female,MADHYA PRADESH,452001,13-09-2016,2906,BB-INDORE-TREASURE ISLAND,4,19604,NONPROMO,,1000443186,PATANJALI SPICES GARAM MASALA 100g,65,"T24Club,BBProfitClub"
BBID_20495314,20-12-1963,female,MADHYA PRADESH,452009,12-09-2016,2906,BB-INDORE-TREASURE ISLAND,5,25208,NONPROMO,,300808742,PARK AVENUE SHAV CRM GOOD MORNING 70g,63,"T24Club,Payback"
BBID_20482220,21-10-1970,male,MADHYA PRADESH,452001,05-01-2017,2906,BB-INDORE-TREASURE ISLAND,4,54274,NONPROMO,,500096181,FB SIS NAMKEENS,80,"T24Club,BBProfitClub"
BBID_20495317,28-08-1975,male,MADHYA PRADESH,450001,26-05-2016,2906,BB-INDORE-TREASURE ISLAND,7,6038,NONPROMO,,1000519822,GH BUTTERMILK MASALA JR 100g,42,"T24Club,Payback"
BBID_2041205,10-10-1956,male,MADHYA PRADESH,452010,14-08-2016,2906,BB-INDORE-TREASURE ISLAND,8,13488,1166408,"AD B1@15,B2@40 RS OFF BUTTER BD AZ EX",108018730,AMUL BUTTER 500G,350,"T24Club,Payback"
BBID_20495339,10-03-1980,male,MADHYA PRADESH,456010,08-05-2016,2906,BB-INDORE-TREASURE ISLAND,11,2895,NONPROMO,,1000446610,PATANJALI NAMAK 1kg,12,"T24Club,Payback"
BBID_20490874,22-03-1986,male,MADHYA PRADESH,452001,22-01-2017,2906,BB-INDORE-TREASURE ISLAND,12,43641,1228906,IZ 1 RS OFF REG Mustard Oil,108043278,MAHAKOSH SOYABEAN OIL PP 1L,328,"T24Club,BBProfitClub,Payback"
BBID_20412440,20-04-1971,female,MADHYA PRADESH,999999,10-12-2016,2906,BB-INDORE-TREASURE ISLAND,10,36592,NONPROMO,,1000569121,SUNKIST JUICE LIME CUCUMBER MINT BT 300m,38,"T24Club,Payback"
BBID_20489391,14-04-1995,female,MADHYA PRADESH,452001,02-04-2017,2906,BB-INDORE-TREASURE ISLAND,2,47217,NONPROMO,,108037983,DUKES CRM ORANGE 4 FUN 150g,25,"T24Club,BBProfitClub"
BBID_2047365,31-08-1989,male,MADHYA PRADESH,452001,26-10-2016,2906,BB-INDORE-TREASURE ISLAND,6,24657,NONPROMO,,1000609658,F'16 FstiveDlghtCrd,0.01,"T24Club,Payback"
BBID_2041949,10-07-1982,female,MADHYA PRADESH,450010,27-09-2016,2906,BB-INDORE-TREASURE ISLAND,7,29340,NONPROMO,,1000609658,F'16 FstiveDlghtCrd,0.01,"T24Club,Payback"
BBID_20427291,29-04-1965,male,MADHYA PRADESH,452001,19-05-2016,2906,BB-INDORE-TREASURE ISLAND,3,5074,NONPROMO,,108100162,GRAPES GREEN ROUND,68.67,"T24Club,Payback"
BBID_204900,21-05-1981,female,MADHYA PRADESH,452014,18-12-2016,2906,BB-INDORE-TREASURE ISLAND,2,38936,1220378,AZ 50% OFF ON LADIES ETHNIC REG EX,1.00E+12,"LEFK-4161-120-B-EP-LK-NF-SA, M, PINK",399.5,"T24Club,Payback"
BBID_20418132,27-11-1969,male,MADHYA PRADESH,452001,04-03-2017,2906,BB-INDORE-TREASURE ISLAND,4,72595,NONPROMO,,108100280,BRINJAL KATERI VARIKATERI,6.75,"T24Club,Payback"
BBID_20486184,17-07-1975,male,MADHYA PRADESH,452005,16-10-2016,2906,BB-INDORE-TREASURE ISLAND,15,19049,NONPROMO,,1000172053,PATANJALI HERBAL MEHANDI 100GM,70,"T24Club,BBProfitClub"
BBID_2042986,08-11-1986,female,MADHYA PRADESH,452007,03-05-2017,2906,BB-INDORE-TREASURE ISLAND,12,65160,NONPROMO,,1000031865,PATANJALI HONEY PURE BT 500g,135,"T24Club,Payback"
BBID_20486327,26-09-1975,male,MADHYA PRADESH,452001,17-01-2017,2906,BB-INDORE-TREASURE ISLAND,15,28902,NONPROMO,,108018238,AAKASH NAMKEEN LAJAWAB MX 200G,35,"T24Club,BBProfitClub"
BBID_20421073,07-07-1948,female,MADHYA PRADESH,452001,30-07-2016,2906,BB-INDORE-TREASURE ISLAND,8,10819,NONPROMO,,108018942,AMUL CHEESE SPREAD PEPPER 200G,75,"T24Club,Payback"
BBID_20427317,02-04-1982,male,MADHYA PRADESH,411052,08-01-2017,2906,BB-INDORE-TREASURE ISLAND,9,46932,NONPROMO,,1000077077,SOFRSH TRF BREAD WHOLE WHEAT MLTGR 400g,30,"T24Club,Payback"
BBID_20459695,24-03-1984,female,MADHYA PRADESH,452001,09-03-2017,2906,BB-INDORE-TREASURE ISLAND,5,53134,NONPROMO,,1000443262,PATANJALI BIS COCONUT PP 100g,10,"T24Club,Payback"
BBID_20489648,19-09-1987,male,MADHYA PRADESH,452001,22-01-2017,2906,BB-INDORE-TREASURE ISLAND,12,43607,NONPROMO,,300864804,GH TUR DAL PREMIUM 5Kg,385,"T24Club,BBProfitClub,Payback"
BBID_2043885,01-07-1981,male,MADHYA PRADESH,452001,25-01-2017,2906,BB-INDORE-TREASURE ISLAND,11,45370,NONPROMO,,300481673,MAGGI NDL MASALA 420g,67,"T24Club,Payback"
BBID_20480113,27-06-1958,male,MADHYA PRADESH,457001,09-06-2017,2906,BB-INDORE-TREASURE ISLAND,10,71336,NONPROMO,,108100197,MANGO KESAR,39.33,"T24Club,Payback"
BBID_20493578,08-11-1915,male,MADHYA PRADESH,452001,04-06-2016,2906,BB-INDORE-TREASURE ISLAND,12,4205,NONPROMO,,108008174,CLOSE UP TPASTE RED 80G,90,"T24Club,BBProfitClub"
BBID_20448310,17-01-1987,female,MADHYA PRADESH,452010,22-05-2016,2906,BB-INDORE-TREASURE ISLAND,10,2749,1135031,AZ 50 %OFF MENS DEAL JEANS FH ASRT AZ EX,1.00E+12,"MXMD-4161-DIAM-MTX81-DEAL-C-S, 32, STONE",749.5,"T24Club,Payback"
BBID_20491305,07-10-1986,male,MADHYA PRADESH,452010,01-07-2016,2906,BB-INDORE-TREASURE ISLAND,8,6327,NONPROMO,,300812356,SUNFEAST NDL YIPPEE MAGIC MSALA 240/280g,45,"T24Club,BBProfitClub"
BBID_20459594,09-05-1994,male,MADHYA PRADESH,452001,03-07-2016,2906,BB-INDORE-TREASURE ISLAND,4,5811,NONPROMO,,300427598,MCCAINS FRZ VG SNCK TANDOORI NUGGET 325G,100,"T24Club,Payback"
BBID_20474225,09-04-1994,female,MADHYA PRADESH,452001,23-04-2017,2906,BB-INDORE-TREASURE ISLAND,1,30506,NONPROMO,,108100308,CUCUMBER GREEN LOOSE,30.6,"T24Club,Payback"
BBID_20412255,27-05-1962,male,MADHYA PRADESH,452001,31-12-2016,2906,BB-INDORE-TREASURE ISLAND,8,33058,1226953,IN 5% DISC MINIMUM NEW INDIA SALE,108029505,NILONS PICKLE STUFFED RED CHILLI 400G,95,"T24Club,Payback"
BBID_20416414,04-08-1975,,MADHYA PRADESH,452001,08-05-2016,2906,BB-INDORE-TREASURE ISLAND,11,3137,NONPROMO,,300785150,BB-CB-27X30X168SWG-Suitable for ROI New,6,"T24Club,Payback"
BBID_2041195,18-12-1971,male,MADHYA PRADESH,999999,13-08-2016,2906,BB-INDORE-TREASURE ISLAND,2,19032,NONPROMO,,1000582957,PARLE MILANO CENTRE FILLED 3*75g OP,210,"T24Club,Payback"
BBID_20492949,11-05-1986,male,MADHYA PRADESH,452001,06-05-2017,2906,BB-INDORE-TREASURE ISLAND,4,96395,NONPROMO,,108100290,CAPSICUM GREEN,50.5,"T24Club,BBProfitClub,Payback"
BBID_20421478,02-07-1973,male,MADHYA PRADESH,452001,11-12-2016,2906,BB-INDORE-TREASURE ISLAND,9,41301,NONPROMO,,108000523,GH LAPSI DALIA BIG 500g,52,"T24Club,Payback"
BBID_20483530,14-01-1973,male,MADHYA PRADESH,452001,13-08-2016,2906,BB-INDORE-TREASURE ISLAND,7,21937,NONPROMO,,1000453038,KURKURE NAMK ALOO BHUJIA 1kg,223,"T24Club,BBProfitClub"
BBID_20483856,08-02-1966,male,MADHYA PRADESH,452001,04-12-2016,2906,BB-INDORE-TREASURE ISLAND,12,33883,1196502,HO 5 %OFF STAPLES REG AZ,108005676,TATA SALT PP 1Kg,34.2,"T24Club,BBProfitClub,Payback"
BBID_20484752,15-06-1989,male,MADHYA PRADESH,456010,02-06-2016,2906,BB-INDORE-TREASURE ISLAND,5,7714,1143996,HO B2@135 FLAT CARBONATED SOFT DRINKS,108038779,LIMCA SOFT DRINK 2L,135,"T24Club,BBProfitClub"
BBID_20412778,16-07-1968,female,MADHYA PRADESH,457001,09-02-2017,2906,BB-INDORE-TREASURE ISLAND,4,64529,1243246,IZ 15 %DIS REG Agarbathis,1000591610,PRATHA GHEE WATI JR 20P,51,"T24Club,Payback"
BBID_20487447,22-05-1984,male,MADHYA PRADESH,452010,30-06-2017,2906,BB-INDORE-TREASURE ISLAND,7,72333,NONPROMO,,300846793,KNORR SOUPS TOMATO CHATPATA PP 16g,20,"T24Club,BBProfitClub"
BBID_20412564,03-02-1969,male,MADHYA PRADESH,452001,24-05-2017,2906,BB-INDORE-TREASURE ISLAND,14,56493,1293160,IZ 20 RS OFF WED Soaps,1000093979,LUX SOAP SOFT&TOUCH 3*150g,184,"T24Club,Payback"
BBID_20421433,04-01-1984,female,MADHYA PRADESH,999999,10-05-2016,2906,BB-INDORE-TREASURE ISLAND,11,3422,1134474,AZ TKT 2000 & ABOVE GET 250 RS OFF MENS,1.00E+12,"LECB-0160-01-A-45-KC-PL-AL, M, BEIGE",268.24,"T24Club,Payback"
BBID_20465984,19-01-1991,female,MADHYA PRADESH,452001,29-03-2017,2906,BB-INDORE-TREASURE ISLAND,6,53915,NONPROMO,,1000070689,TANG POW CON MANGO PP 125g,23,"T24Club,Payback"
BBID_2046883,07-07-1957,female,MADHYA PRADESH,452001,21-05-2016,2906,BB-INDORE-TREASURE ISLAND,1,3762,NONPROMO,,108100352,LEMON LOOSE,7,"T24Club,Payback"
BBID_20447134,24-04-1984,male,MADHYA PRADESH,208011,19-02-2017,2906,BB-INDORE-TREASURE ISLAND,4,68077,NONPROMO,,1000453037,KURKURE NAMK SHAHI MIX 335g,80,"T24Club,Payback"
BBID_20495948,10-11-1915,,MADHYA PRADESH,452001,21-05-2016,2906,BB-INDORE-TREASURE ISLAND,9,5780,1135131,AZ 50% OFF KIDS WEAR FASHION EXC AOT,1.00E+12,"PBCO-3151-515-B-LG-PM-599, 3-4, WHITE",314.48,FGShoppingFest
BBID_20496378,21-09-1973,male,MADHYA PRADESH,452001,09-08-2016,2906,BB-INDORE-TREASURE ISLAND,9,19685,NONPROMO,,108100336,ROUND GOURD,18.29,FGShoppingFest
BBID_204100149,NANA,,MADHYA PRADESH,,26-04-2016,2906,BB-INDORE-TREASURE ISLAND,5,62,NONPROMO,,1.00E+12,"LECK-0150-CK433-A-40-CT-PT-E, XL, GREY",399,FGShoppingFest
BBID_204100149,NANA,,MADHYA PRADESH,,26-04-2016,2906,BB-INDORE-TREASURE ISLAND,5,62,NONPROMO,,300196348,CLMT PHENYLS MILKY 2*1L,95,FGShoppingFest
BBID_204100220,09-10-1985,,MADHYA PRADESH,,28-07-2016,2906,BB-INDORE-TREASURE ISLAND,3,19107,NONPROMO,,108014207,PARACHUTE COCONUT OIL 500ml,140,FGShoppingFest
BBID_204100578,18-08-1983,male,MADHYA PRADESH,452025,11-08-2016,2906,BB-INDORE-TREASURE ISLAND,4,12549,NONPROMO,,300679288,BRITANNIA TIGER KRUNCH CHOC COOKIES 70g,10,FGShoppingFest
BBID_204103121,01-01-1984,male,MADHYA PRADESH,452009,14-10-2016,2906,BB-INDORE-TREASURE ISLAND,3,30870,NONPROMO,,1000609658,F'16 FstiveDlghtCrd,0.01,"FGShoppingFest,Payback"
BBID_204103488,14-01-1977,male,MADHYA PRADESH,452001,10-05-2016,2906,BB-INDORE-TREASURE ISLAND,5,2852,NONPROMO,,108100145,BANANA ROBUSTA RAW,14.16,"FGShoppingFest,BBProfitClub,Payback"
BBID_204106383,30-10-1952,male,MADHYA PRADESH,452001,04-05-2016,2906,BB-INDORE-TREASURE ISLAND,3,1602,NONPROMO,,108037499,MOONG DAL PREM LOOSE,120.36,"FGShoppingFest,BBProfitClub,Payback"
BBID_211492,14-08-1989,female,JHARKHAND,560095,22-03-2016,4843,BB-JAMSHEDPUR-NH-33,19,52921,NONPROMO,,108009899,GILLETTE SHAV FOAM REGULAR 418G,219,Payback
BBID_211496,26-02-1980,female,JHARKHAND,560094,21-02-2016,4843,BB-JAMSHEDPUR-NH-33,18,10623,NONPROMO,,1.00E+12,"LEMK-3152-3301-B-FS-LK-DAY-N, XXL, BLACK",799,Payback
BBID_2114866,15-06-1981,male,JHARKHAND,999999,25-06-2017,4843,BB-JAMSHEDPUR-NH-33,19,21211,NONPROMO,,108034291,SPRITE SOFT DRINK 600M,36,Payback
BBID_2114880,23-06-1973,male,JHARKHAND,713213,09-09-2015,4843,BB-JAMSHEDPUR-NH-33,19,37469,NONPROMO,,108037500,MOONG DAL STD LOOSE,65.93,Payback
BBID_2114885,15-07-1967,male,JHARKHAND,814112,17-05-2016,4843,BB-JAMSHEDPUR-NH-33,22,18687,1126892,HO 15.0 %OFF Agarbathis,108012832,MANGALDEEP AGARBATHI SANDAL 85P,85,Payback
BBID_2114885,15-07-1967,male,JHARKHAND,814112,04-11-2015,4843,BB-JAMSHEDPUR-NH-33,9,62561,1040542,EZ 10 % OFF  ASORT  FOOD BH/JK,108008586,DABUR FC SKIN PROT GULABARI 250ml,61.2,Payback
BBID_2114944,15-07-1967,male,JHARKHAND,753014,01-12-2016,4843,BB-JAMSHEDPUR-NH-33,5,71808,NONPROMO,,300776409,BB-CB-16X20X208SWG NEW,3,Payback
BBID_2114953,28-05-1969,female,JHARKHAND,380015,21-01-2017,4843,BB-JAMSHEDPUR-NH-33,19,2483,NONPROMO,,108043219,CHANA KABULI DOLLAR LOOSE,142.13,Payback
BBID_2114967,08-06-1988,male,JHARKHAND,831013,13-01-2017,4843,BB-JAMSHEDPUR-NH-33,9,41657,1229912,IZ 30 RS OFF REG Detergent Powders,300962094,ARIEL DET POWDER COMPLETE PP 3kg,440,Payback
BBID_2114979,29-04-1974,male,JHARKHAND,781021,30-01-2016,4843,BB-JAMSHEDPUR-NH-33,18,9992,NONPROMO,,300754229,OREO CRM BISC SANDWICH PP 150g,60,Payback
BBID_21141015,15-12-1981,female,JHARKHAND,751018,15-08-2016,4843,BB-JAMSHEDPUR-NH-33,23,30164,NONPROMO,,300600905,LOREAL SHMP HAIR EXP TOTAL REPAIR 5 175m,120,Payback
BBID_21141047,04-04-1980,male,JHARKHAND,831011,02-05-2015,4843,BB-JAMSHEDPUR-NH-33,2,52721,873951,PD 15% OFF INSTANT NOODLES,300481675,MAGGI NDL CHICKEN 71g,25.5,Payback
BBID_21141054,18-11-1973,male,JHARKHAND,831012,09-01-2016,4843,BB-JAMSHEDPUR-NH-33,3,67762,1072310,AZ SHOP 3000 & GET 300 RS OFF PAYBACK CR,1000219342,LAKME SC 9 TO 5 INSTA LIGHT CREAM 20g,72.39,Payback
BBID_21141054,18-11-1973,male,JHARKHAND,831012,04-05-2015,4843,BB-JAMSHEDPUR-NH-33,9,35645,869131,EJK 5% OFF CONCEPT DISCOUNT 4843,108020438,BRITANNIA BISC TIGER ORANGE 86g,9.5,Payback
BBID_21141084,08-06-1973,male,JHARKHAND,831018,31-07-2016,4843,BB-JAMSHEDPUR-NH-33,17,85379,NONPROMO,,300669296,THERMOSTEEL DUO 350 DLX,568,Payback
BBID_21141090,27-07-1980,female,JHARKHAND,834002,30-12-2016,4843,BB-JAMSHEDPUR-NH-33,23,59270,1226175,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,1000629267,CADBURY CHOCO FUSE BAR 45g,33.25,Payback
BBID_21141092,18-08-1967,male,JHARKHAND,853022,12-12-2015,4843,BB-JAMSHEDPUR-NH-33,7,72430,NONPROMO,,1.00E+12,"AW15-SGL Polar Prnted1.52x2., DSN-01, NA",799,Payback
BBID_21141108,05-01-1966,male,JHARKHAND,831001,17-02-2016,4843,BB-JAMSHEDPUR-NH-33,22,5213,NONPROMO,,300923609,CLEAN & CL FW MORNING ENERGY BERRY 100ml,110,Payback
BBID_21141120,12-10-1984,male,JHARKHAND,834002,16-02-2016,4843,BB-JAMSHEDPUR-NH-33,7,81122,NONPROMO,,300651971,SUNFEAST BIS DARK FANTASY CHOC CRM 100g,25,Payback
BBID_21141135,01-12-1989,female,JHARKHAND,831003,29-08-2016,4843,BB-JAMSHEDPUR-NH-33,23,32744,NONPROMO,,300233612,DRL- MUF 090 SUZY MUG,25,Payback
BBID_21141138,16-11-1964,male,JHARKHAND,828307,25-05-2015,4843,BB-JAMSHEDPUR-NH-33,9,39228,894488,EZ 25 % OFF ASSORTED STAPLES JHARK/BIHAR,108001127,GH DAILY WHO SPICE JEERA 200g,58.5,Payback
BBID_21141147,09-10-1963,male,JHARKHAND,831004,06-01-2016,4843,BB-JAMSHEDPUR-NH-33,14,16982,1072310,AZ SHOP 3000 & GET 300 RS OFF PAYBACK CR,300816475,DJ&C-SOCKS-STRIPPER-PO3,165.35,Payback
BBID_21141147,09-10-1963,male,JHARKHAND,831004,21-10-2015,4843,BB-JAMSHEDPUR-NH-33,3,52071,NONPROMO,,300973967,PARLE BIS MARIE 3+1 250g OP,81,Payback
BBID_21141148,10-03-1945,male,JHARKHAND,831018,03-07-2015,4843,BB-JAMSHEDPUR-NH-33,9,45253,NONPROMO,,108001125,GH DAILY WHO SPICE JEERA100g,41,Payback
BBID_21141155,02-01-1960,male,JHARKHAND,831018,06-03-2017,4843,BB-JAMSHEDPUR-NH-33,7,50893,NONPROMO,,108035243,TATA CTC TEA GOLD PP 250g,101,Payback
BBID_21141156,03-10-1969,male,JHARKHAND,831018,16-07-2016,4843,BB-JAMSHEDPUR-NH-33,23,24279,NONPROMO,,108000586,GH CHANA KABULI 500g,53,Payback
BBID_21141160,18-10-1991,male,JHARKHAND,831002,27-02-2016,4843,BB-JAMSHEDPUR-NH-33,7,82410,NONPROMO,,1000446522,PATANJALI BURA 1kg,60,Payback
BBID_21141206,05-01-1969,male,JHARKHAND,999999,01-05-2016,4843,BB-JAMSHEDPUR-NH-33,9,88125,NONPROMO,,1000100792,BRITANNIA BISC NICE TIME 4+1 150g OP,88,Payback
BBID_21141219,02-07-1978,male,JHARKHAND,832401,29-12-2016,4843,BB-JAMSHEDPUR-NH-33,23,59031,NONPROMO,,300776411,BB-CB-27X30X208SWG NEW,7,Payback
BBID_21141236,08-07-1958,male,JHARKHAND,831018,14-12-2016,4843,BB-JAMSHEDPUR-NH-33,19,94929,NONPROMO,,1000110676,KELLOGS CORNFLAKE ORIGINAL PP 875g,285,Payback
